curso,modulo,id_modulo,recurso,medio,tipo,lugar,criterio,metadatos_completos
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,14,e2.png?v=3,3d,E2 AE3 etapa 1 (hotspot),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,15,e2.png?v=3,foto,E2 AE3 etapa 2 (match),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,16,e2.png?v=3,foto,E2 AE3 etapa 3 (order),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,17,e2.png?v=3,foto,E2 AE3 etapa 4 (choice),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,18,e2.png?v=3,foto,E2 AE3 etapa 5 (choice),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,19,e2.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Establece los tipos de fallas o mal funcionamiento que pueden corregirse en obra o en taller, de acuerdo a las especificaciones técnicas de los distintos equipos y sistemas.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,20,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,21,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,22,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,23,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,24,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,25,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,26,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,27,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,28,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,29,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,30,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,31,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,32,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,33,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,34,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,35,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,36,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,37,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,38,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,39,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,40,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,41,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,42,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,43,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,44,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,45,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,46,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,47,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,48,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,49,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,50,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,51,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,52,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,53,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,54,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,55,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,56,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,57,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,58,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,59,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,60,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,61,oficio-plano-leyenda.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Realiza mantenimiento preventivo considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento desde fábrica.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Realiza mantenimiento correctivo, considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento y fabricación.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Realiza mantenimiento correctivo, considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento y fabricación.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Realiza mantenimiento correctivo, considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento y fabricación.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Realiza mantenimiento correctivo, considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento y fabricación.",1
Refrigeración y Climatización,Mantención de sistemas de refrigeración y climatización,19,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Realiza mantenimiento correctivo, considerando las especificaciones del proyecto, las condiciones de obra y los manuales de funcionamiento y fabricación.",1
