curso,modulo,id_modulo,recurso,medio,tipo,lugar,criterio,metadatos_completos
Refrigeración y Climatización,Instalación y montaje de equipos,4,6,oficio-equipo-ctrl.png?v=3,foto,E2 AE1 etapa 5 (choice),"Lee y utiliza planos, junto con las especificaciones técnicas de distintos sistemas y equipos de refrigeración y climatización, para identificar las dificultades que podrían presentar en la instalación.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,7,oficio-equipo-ctrl.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Lee y utiliza planos, junto con las especificaciones técnicas de distintos sistemas y equipos de refrigeración y climatización, para identificar las dificultades que podrían presentar en la instalación.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,8,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 1 (classify),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,9,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 2 (choice),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,10,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 3 (checklist),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,11,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 4 (choice),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,12,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 5 (choice),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,13,oficio-equipo-ctrl.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Instala equipos y componentes de sistemas de refrigeración, climatización, calefacción y ventilación disponibles para instalaciones domiciliarias, considerando las especificaciones técnicas establecidas por los manuales de instalación, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,14,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 1 (choice),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,15,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 2 (choice),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,16,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 3 (choice),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,17,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 4 (choice),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,18,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 5 (choice),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,19,oficio-equipo-ctrl.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Instala dispositivos de control automáticos, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,20,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,21,oficio-acceso-cm.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,22,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,23,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,24,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,25,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,26,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,27,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,28,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,29,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,30,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,31,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,32,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,33,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,34,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,35,oficio-equipo-ctrl.png?v=3,3d-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
Refrigeración y Climatización,Instalación y montaje de equipos,4,36,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,37,oficio-acceso-cm.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,38,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,39,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,40,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,41,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,42,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,43,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,44,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,45,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,46,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,47,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,48,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,49,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,50,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,51,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,52,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,53,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,54,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,55,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,56,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,57,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,58,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,59,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,60,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de equipos,4,61,oficio-equipo-ctrl.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Prepara el espacio físico y el equipamiento para el correcto transporte del equipo de refrigeración requerido en la carga de fluidos en sistemas refrigerantes, aplicando las medidas de seguridad y el cuidado del medio ambiente necesarios para manipular fluidos en equipos de este especialidad, establecidas en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,13,e2.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Carga fluidos en equipos de refrigeración, aplicando las medidas de seguridad y cuidado del medio ambiente necesarios para manipular fluidos en equipos de refrigeración y climatización, establecidos en la Norma Chilena de Buenas Prácticas (NCh3241).",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,14,e2.png?v=3,3d,E2 AE3 etapa 1 (hotspot),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,15,e2.png?v=3,foto,E2 AE3 etapa 2 (match),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,16,e2.png?v=3,foto,E2 AE3 etapa 3 (order),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,17,e2.png?v=3,foto,E2 AE3 etapa 4 (choice),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,18,e2.png?v=3,foto,E2 AE3 etapa 5 (choice),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,19,e2.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Pone en marcha sistemas de refrigeración, considerando las especificaciones técnicas establecidas desde fábrica, la normativa técnica, medio ambiental y de seguridad respectiva.",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,20,e3.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,21,e3.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,22,e3.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,23,e3.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,24,e3.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,25,e3.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,26,e3.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,27,e3.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,28,e3.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,29,e3.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,30,e3.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,31,e3.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,32,e3.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,33,e3.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,34,e3.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,35,e3.png?v=3,interactive-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,36,e4.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,37,e4.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,38,e4.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,39,e4.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,40,e4.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,41,e4.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,42,e4.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,43,e4.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,44,e4.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,45,e4.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,46,e4.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,47,e4.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,48,e4.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,49,e4.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,50,e4.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,51,e4.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,52,e4.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,53,e4.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,54,e4.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,55,e4.png?v=3,foto,E4 Ítem 20,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,56,e4.png?v=3,foto,E4 Ítem 21,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,57,e4.png?v=3,foto,E4 Ítem 22,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,58,e4.png?v=3,foto,E4 Ítem 23,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,59,e4.png?v=3,foto,E4 Ítem 24,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,60,e4.png?v=3,foto,E4 Ítem 25,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Puesta en marcha de equipos de refrigeración y climatización,17,61,oficio-plano-leyenda.png?v=3,foto,E5 Retroalimentación,Frame del error en cada pregunta incorrecta,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,1,e1.png?v=3,foto,E1 Contextualización · explorar,Observar el escenario del AE con hotspots ligados a criterio,1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,2,e2.png?v=3,3d,E2 AE1 etapa 1 (hotspot),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,3,e2.png?v=3,foto,E2 AE1 etapa 2 (match),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,4,e2.png?v=3,foto,E2 AE1 etapa 3 (order),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,5,e2.png?v=3,foto,E2 AE1 etapa 4 (choice),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,6,e2.png?v=3,foto,E2 AE1 etapa 5 (choice),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,7,e2.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Inspecciona instalaciones y equipos de refrigeración, climatización, calefacción y ventilación, contrastando la información obtenida con los manuales de funcionamiento y las especificaciones técnicas de los equipos.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,8,e2.png?v=3,3d,E2 AE2 etapa 1 (hotspot),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,9,e2.png?v=3,foto,E2 AE2 etapa 2 (match),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,10,e2.png?v=3,foto,E2 AE2 etapa 3 (order),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,11,e2.png?v=3,foto,E2 AE2 etapa 4 (choice),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
Refrigeración y Climatización,Diagnóstico en sistemas de refrigeración y climatización,18,12,e2.png?v=3,foto,E2 AE2 etapa 5 (choice),"Diagnostica posibles fallas con la información obtenida a través de mediciones con instrumentos e inspección visual y propone posibles soluciones, de acuerdo con las especificaciones técnicas de su fabricación.",1
